iter	Logloss
130	0.4018161234
131	0.4011902516
132	0.4004764319
133	0.3994788743
134	0.3985007576
135	0.3976054373
136	0.3972928924
137	0.39690828
138	0.3960889947
139	0.3952665571
140	0.3945342404
141	0.3939215141
142	0.3934591383
143	0.3929454481
144	0.3921619817
145	0.391779141
146	0.3913125731
147	0.3908840921
148	0.3902747962
149	0.3895298021
150	0.3890433322
151	0.3885427081
152	0.3879575607
153	0.3873810825
154	0.3869970136
155	0.3865857167
156	0.386180074
157	0.3858679916
158	0.3853234461
159	0.3848455235
160	0.3842844002
161	0.383507979
162	0.382830713
163	0.3822400148
164	0.3818484662
165	0.3813869462
166	0.3807489837
167	0.3803010813
168	0.3799361728
169	0.3795393217
170	0.3789556533
171	0.3784890907
172	0.3781562467
173	0.3776533344
174	0.3773142689
175	0.3767102776
176	0.3760695362
177	0.3757184198
178	0.3750821063
179	0.3749697621
180	0.3746002742
181	0.3740432609
182	0.3734865083
183	0.3730746035
184	0.372557119
185	0.3721604284
186	0.3716045378
187	0.3711227816
188	0.3706001841
189	0.3702113898
190	0.3697688321
191	0.3693930793
192	0.3691030228
193	0.3685968317
194	0.3683002715
195	0.3678976122
196	0.3673260992
197	0.3669460646
198	0.3666225651
199	0.3662713378
200	0.365992177
201	0.3655579281
202	0.3651173434
203	0.3648215908
204	0.3645091871
205	0.3640456887
206	0.3636553099
207	0.36326996
208	0.363017275
209	0.3625769009
210	0.3622317947
211	0.3620200838
212	0.3617379367
213	0.3615079473
214	0.3610359205
215	0.3606344131
216	0.3600910073
217	0.3595334272
218	0.3593275878
219	0.3590771928
220	0.3587324652
221	0.3584156297
222	0.358107658
223	0.3577528243
224	0.3574961786
225	0.3571298938
226	0.3567322964
227	0.3565691957
228	0.3562788971
229	0.3560401703
230	0.3558654568
231	0.3555514026
232	0.3552564376
233	0.3549810537
234	0.3547915527
235	0.3545836887
236	0.3541888392
237	0.3537569352
238	0.3535099092
239	0.3532515322
240	0.3530406125
241	0.3527802738
242	0.3524199899
243	0.3520107762
244	0.351556395
245	0.3513984327
246	0.3510247918
247	0.3508281796
248	0.350634934
249	0.3504286225
250	0.350252231
251	0.3500463196
252	0.3497851115
253	0.3496901412
254	0.3493327018
255	0.3491161743
256	0.3487593683
257	0.3484748571
258	0.3480505941
259	0.3477333863
260	0.3473920172
261	0.3468562493
262	0.3466915391
263	0.3464859472
264	0.3461564424
265	0.3457910987
266	0.3455937805
267	0.3454968851
268	0.3454175211
269	0.3451374656
270	0.3449032009
271	0.3446779664
272	0.344493391
273	0.3442543797
274	0.3440823503
275	0.3438550268
276	0.3436622944
277	0.34346227
278	0.3431465431
279	0.3428128023
280	0.3426961972
281	0.3425659931
282	0.342368651
283	0.3421602902
284	0.3419424471
285	0.341794961
286	0.3415868083
287	0.3415170838
288	0.3412842864
289	0.3409732017
290	0.3407699992
291	0.3405886299
292	0.3404453862
293	0.3400384935
294	0.3398265692
295	0.3395793499
296	0.3393949624
297	0.3391395281
298	0.3389632643
299	0.3387676432
300	0.3383769806
301	0.3383236245
302	0.3380301027
303	0.3379300976
304	0.3377565615
305	0.3376203578
306	0.3374869656
307	0.3370556978
308	0.3368152889
309	0.3366237471
310	0.3364583548
311	0.336343831
312	0.3361572303
313	0.3359763195
314	0.3358952273
315	0.3356625547
316	0.3355483264
317	0.3353621788
318	0.3351921109
319	0.3350105724
320	0.3348523843
321	0.3347422897
322	0.3345259973
323	0.3345005231
324	0.3344298028
325	0.3343330699
326	0.3341274896
327	0.3340219014
328	0.3339108982
329	0.3338020188
330	0.3336867319
331	0.3333561525
332	0.3332374695
333	0.3331046652
334	0.3329158347
335	0.3325865163
336	0.332498768
337	0.3322120317
338	0.3320778758
339	0.3318793809
340	0.3317069722
341	0.3315902074
342	0.3313806138
343	0.3313200461
344	0.3311748502
345	0.3310242107
346	0.3308507413
347	0.3306195903
348	0.3304911638
349	0.3303206271
350	0.3301098733
351	0.3299847529
352	0.3297916468
353	0.3296057776
354	0.3293219882
355	0.3292191553
356	0.3290162216
357	0.3288683549
358	0.328707604
359	0.3284916803
360	0.3282477044
361	0.328069319
362	0.3277922163
363	0.3275629239
364	0.3274665385
365	0.3273898799
366	0.3271965724
367	0.327021746
368	0.3268860718
369	0.3265630077
370	0.3263532422
371	0.3262091811
372	0.3261919294
373	0.3260459836
374	0.3258747439
375	0.3256954639
376	0.3254394116
377	0.3253157973
378	0.3251245917
379	0.3250026104
380	0.324749807
381	0.3245374071
382	0.3243521591
383	0.3240331804
384	0.3238741939
385	0.3237146262
386	0.3235321074
387	0.3234945633
388	0.3233026917
389	0.3232167675
390	0.3231315839
391	0.3229542572
392	0.3228092818
393	0.3227225366
394	0.3226071895
395	0.3223974446
396	0.3222288582
397	0.3219895396
398	0.3219288157
399	0.3218339159
400	0.3217234778
401	0.3215737632
402	0.3213811224
403	0.3211908682
404	0.3210643733
405	0.3209460173
406	0.320765997
407	0.3205135417
408	0.3203806424
409	0.3203397407
410	0.3201456072
411	0.3199830318
412	0.3198189742
413	0.3197157587
414	0.3195920452
415	0.3195348411
416	0.319465855
417	0.3193326665
418	0.3192271801
419	0.3190100664
420	0.3188319669
421	0.3187181616
422	0.3186186491
423	0.3183772738
424	0.3183073944
425	0.3182270748
426	0.3180537258
427	0.3178845542
428	0.3178319207
429	0.3176651573
430	0.3176316366
431	0.3174374724
432	0.3173356462
433	0.3171692647
434	0.3171102891
435	0.3170880095
436	0.3169237675
437	0.3167592704
438	0.3166411249
439	0.3165689073
440	0.3165082368
441	0.3164396711
442	0.3163312627
443	0.316273869
444	0.3161480098
445	0.3160081328
446	0.315926721
447	0.315889339
448	0.3157884321
449	0.3155928045
450	0.315549497
451	0.315544649
452	0.3153639364
453	0.3152345156
454	0.3151089374
455	0.3149617213
456	0.31485932
457	0.3148269457
458	0.3145758156
459	0.3144085795
460	0.3142438309
461	0.3141586589
462	0.3141243805
463	0.313881983
464	0.3138192923
465	0.3137178696
466	0.3135983532
467	0.3135791694
468	0.3135108556
469	0.313416165
470	0.3133321014
471	0.3132108113
472	0.3130430786
473	0.3129008458
474	0.3128302296
475	0.312545463
476	0.312431822
477	0.312292296
478	0.3122230732
479	0.3121225215
480	0.312007683
481	0.31182799
482	0.311748514
483	0.3115972057
484	0.3115238722
485	0.3113967265
486	0.3111868571
487	0.3110139911
488	0.3108317375
489	0.3106698447
490	0.3104761255
491	0.3103941616
492	0.3102347557
493	0.3100241268
494	0.3099445981
495	0.309722399
496	0.3096181992
497	0.309394693
498	0.3093386181
499	0.309248961
500	0.3090616893
501	0.3089831313
502	0.3088587438
503	0.308750307
504	0.3086785586
505	0.3085887101
506	0.308572597
507	0.3084245166
508	0.3082319784
509	0.3081780664
510	0.308004374
511	0.3079682471
512	0.307874002
513	0.3078216612
514	0.3076560892
515	0.3074548615
516	0.3072892979
517	0.3071326015
518	0.3070914908
519	0.3070050607
520	0.3068865976
521	0.3067084191
522	0.3066625291
523	0.3064096583
524	0.3062126118
525	0.3060119532
526	0.3059223581
527	0.3057601915
528	0.3056680124
529	0.3056338231
530	0.3056095889
531	0.305363341
532	0.3051884015
533	0.305037236
534	0.3047438074
535	0.304599487
536	0.3045112504
537	0.3044171164
538	0.3043321501
539	0.3041507716
540	0.3040717957
541	0.3040416325
542	0.3039697562
543	0.3039628438
544	0.3038865752
545	0.3038041357
546	0.3036593624
547	0.3035476589
548	0.3034369973
549	0.3033936811
550	0.3033012866
551	0.3031157679
552	0.302950429
553	0.3028649086
554	0.3028169468
555	0.3027197283
556	0.3026234596
557	0.3024773307
558	0.3023905621
559	0.3022532587
560	0.3021926857
561	0.3020277846
562	0.3018957308
563	0.3018489669
564	0.3016605552
565	0.3015750071
566	0.301451237
567	0.3013085392
568	0.3012712609
569	0.3010763717
570	0.3010616955
571	0.3008772077
572	0.3008510445
573	0.3007988192
574	0.3006573542
575	0.3005883738
576	0.300436181
577	0.3003233246
578	0.3002280671
579	0.3001130983
580	0.3000264856
581	0.2999108148
582	0.2997343781
583	0.2996666484
584	0.2996285456
585	0.299497548
586	0.2993400211
587	0.2991933242
588	0.2991551265
589	0.2989711771
590	0.2986273041
591	0.298565294
592	0.2983844839
593	0.2981808192
594	0.2981189155
595	0.2980139234
596	0.2979126818
597	0.2977987451
598	0.2975808366
599	0.2975134175
600	0.2973822259
601	0.2973707756
602	0.2972445272
603	0.2971460112
604	0.2969922891
605	0.2969010859
606	0.2967821573
607	0.2966495767
608	0.2965552611
609	0.2964322482
610	0.2963049845
611	0.2961235635
612	0.2960672394
613	0.2959498143
614	0.2958167925
615	0.2956217239
616	0.2954731075
617	0.2953003074
618	0.2952257412
619	0.2950614311
620	0.2949571766
621	0.2947601999
622	0.2946613899
623	0.2945933822
624	0.2944853505
625	0.2944013577
626	0.2943109913
627	0.2940703687
628	0.2939636966
629	0.2938528535
630	0.2938419811
631	0.2937581017
632	0.2936789975
633	0.2935977582
634	0.2935414317
635	0.2934200155
636	0.2932967918
637	0.2931277554
638	0.2927320381
639	0.2926483926
640	0.2925316677
641	0.2924137545
642	0.2923096933
643	0.292166752
644	0.2920565517
645	0.2920111828
646	0.2918560284
647	0.2918129309
648	0.2917719548
649	0.2916230441
650	0.2915206675
651	0.2913865034
652	0.2913293033
653	0.2911848662
654	0.2910052482
655	0.290917161
656	0.2906871356
657	0.2906324814
658	0.2905872163
659	0.2905410043
660	0.2905005778
661	0.2903189452
662	0.2902607259
663	0.2901552412
664	0.2900061999
665	0.2899407747
666	0.2897105856
667	0.2896242297
668	0.2895651363
669	0.2894459698
670	0.2893526777
671	0.2892095306
672	0.2892059985
673	0.289070722
674	0.2888660037
675	0.2887620046
676	0.2886286181
677	0.2885474496
678	0.2884802209
679	0.2883603122
680	0.2882885598
681	0.288091458
682	0.2879930356
683	0.2879729965
684	0.287938942
685	0.2878733445
686	0.2877407108
687	0.2876603972
688	0.2876483344
689	0.287521871
690	0.2874735808
691	0.2873821233
692	0.2872073363
693	0.2871673122
694	0.2870835538
695	0.2870104388
696	0.2869771197
697	0.2869050386
698	0.2867637362
699	0.2866894069
700	0.2866688417
701	0.2865283467
702	0.286429698
703	0.286371287
704	0.2862803035
705	0.28616207
706	0.286026162
707	0.2859871562
708	0.2859308667
709	0.2857838604
710	0.2857010497
711	0.2854984885
712	0.2853887469
713	0.2853256509
714	0.2852733159
715	0.2851263538
716	0.2850550671
717	0.2849641839
718	0.2849370775
719	0.2848591734
720	0.2847431882
721	0.2845513876
722	0.2845370217
723	0.2843514581
724	0.2843171289
725	0.2842476606
726	0.2842014602
727	0.284085927
728	0.2838287068
729	0.2837201278
730	0.2836607196
731	0.2836090818
732	0.283519158
733	0.2834301389
734	0.2833000761
735	0.2831578629
736	0.2831387142
737	0.2830728074
738	0.2829372669
739	0.2828623447
740	0.2827566808
741	0.2827134701
742	0.2826640578
743	0.2825498416
744	0.2824176821
745	0.2822234485
746	0.2821310691
747	0.2819572995
748	0.2818599721
749	0.281697076
750	0.2815946918
751	0.2815107065
752	0.281455561
753	0.2813847717
754	0.281325504
755	0.2812152283
756	0.2811419725
757	0.2810817974
758	0.2809979722
759	0.2808833101
760	0.2806756798
761	0.2805025425
762	0.2803547755
763	0.280265743
764	0.2802238924
765	0.2801496899
766	0.2799802823
767	0.2798927841
768	0.2796063632
769	0.2795132207
770	0.2793743865
771	0.2792069297
772	0.2790190453
773	0.2789444722
774	0.2789128153
775	0.2788403595
776	0.278758406
777	0.2786169997
778	0.2785016216
779	0.2783179882
780	0.2782878536
781	0.2780992152
782	0.2780406016
783	0.2779571991
784	0.2778829458
785	0.2777712022
786	0.2776413948
787	0.2774956097
788	0.2773751803
789	0.277340863
790	0.277273929
791	0.2772043504
792	0.2771737461
793	0.277042855
794	0.2769451339
795	0.2768248711
796	0.2767809443
797	0.2767144554
798	0.2764740984
799	0.2764439925
800	0.2763251125
801	0.2763176773
802	0.2762556667
803	0.276236576
804	0.2761243735
805	0.2760445919
806	0.275959258
807	0.275931971
808	0.2758380874
809	0.2757574533
810	0.2756465204
811	0.2756264684
812	0.2755644758
813	0.2754441806
814	0.2753044931
815	0.2751667369
816	0.2750374113
817	0.2749258731
818	0.274800558
819	0.2746749904
820	0.2745836017
821	0.2744321606
822	0.2742428798
823	0.2741606378
824	0.273991332
825	0.2739265707
826	0.2738322295
827	0.2737882857
828	0.273647099
829	0.2736323233
830	0.2735346099
831	0.2734756458
832	0.2732986728
833	0.2731375667
834	0.2730035262
835	0.2729179838
836	0.2727371416
837	0.2726124895
838	0.2724224686
839	0.2722689254
840	0.2721815658
841	0.2720470839
842	0.2719775319
843	0.2719180399
844	0.2718860717
845	0.2718203418
846	0.2716924889
847	0.2715292617
848	0.2713727427
849	0.2712782711
850	0.2712381591
851	0.2712026354
852	0.2710098256
853	0.2709290782
854	0.2708063889
855	0.2706855014
856	0.2704866036
857	0.2704334409
858	0.2703729793
859	0.2701983407
860	0.2701130464
861	0.2700052559
862	0.269860265
863	0.2696937576
864	0.2695946083
865	0.2693750567
866	0.2692176169
867	0.269154908
868	0.2691240141
869	0.2689933312
870	0.2689488288
871	0.268800679
872	0.2687419111
873	0.2686567589
874	0.2684993701
875	0.2684274001
876	0.2683159075
877	0.2682594676
878	0.2680964356
879	0.2679872921
880	0.2679551745
881	0.2679075163
882	0.2678599393
883	0.26779305
884	0.2677022638
885	0.2676789387
886	0.2676162636
887	0.2675359083
888	0.2674374773
889	0.2673552105
890	0.2673046096
891	0.267187724
892	0.2671605771
893	0.2669865516
894	0.2669518147
895	0.2668860849
896	0.2668343809
897	0.2666843105
898	0.2665803696
899	0.2664965358
900	0.2664126678
901	0.2661646981
902	0.2661265821
903	0.2660525404
904	0.2660186274
905	0.2658417911
906	0.2655970104
907	0.2654877569
908	0.2653093979
909	0.2651909552
910	0.265100047
911	0.2650744831
912	0.265048399
913	0.2650039283
914	0.2648262118
915	0.2647106879
916	0.2645348708
917	0.2644150966
918	0.2643113743
919	0.2641176602
920	0.2640807738
921	0.2640541949
922	0.2638940554
923	0.2638057209
924	0.2636750745
925	0.2635535176
926	0.2634045553
927	0.2633384672
928	0.263295497
929	0.2632809367
930	0.2631494694
931	0.2631117362
932	0.2629633482
933	0.262909612
934	0.2628704934
935	0.2627248584
936	0.2626777259
937	0.2625373942
938	0.2624503539
939	0.2623814135
940	0.2622954969
941	0.2622164998
942	0.2621269894
943	0.2620940454
944	0.2620307415
945	0.2619141819
946	0.2619079765
947	0.2617452741
948	0.2615858281
949	0.2614466497
950	0.2613463015
951	0.2613281301
952	0.2612830504
953	0.2612079139
954	0.2611503474
955	0.2611124613
956	0.2610766862
957	0.2609577952
958	0.260953712
959	0.2608617773
960	0.2608390479
961	0.2607782183
962	0.2607566235
963	0.2606155983
964	0.2604657844
965	0.2604326886
966	0.2603674219
967	0.2603350061
968	0.2601727924
969	0.260143277
970	0.2600823124
971	0.2599744591
972	0.2599617457
973	0.2598816607
974	0.2596134282
975	0.2593568921
976	0.2591790416
977	0.2591182626
978	0.2590547166
979	0.2589800344
980	0.2589335714
981	0.2588821356
982	0.258810859
983	0.2587496229
984	0.2586106654
985	0.2585344968
986	0.2584763924
987	0.2584548213
988	0.2584118292
989	0.2582984509
990	0.2582549721
991	0.2581980007
992	0.2581527144
993	0.25806448
994	0.2579780081
995	0.2579001414
996	0.2578121848
997	0.2576714634
998	0.2576167422
999	0.2575684831
