iter	Logloss
585	0.1540428045
586	0.1537329226
587	0.1535761199
588	0.1532942646
589	0.153193033
590	0.153099771
591	0.1528321018
592	0.1526347109
593	0.1524498098
594	0.1522775695
595	0.1521274352
596	0.1519306325
597	0.1517682718
598	0.1515537799
599	0.1513454739
600	0.1509937058
601	0.150736638
602	0.1505035745
603	0.1503541843
604	0.1501503375
605	0.1499013375
606	0.1495819053
607	0.1493968956
608	0.1491896321
609	0.1490983455
610	0.1488691599
611	0.1486545736
612	0.148536868
613	0.1483474572
614	0.148113239
615	0.1480998701
616	0.1479481549
617	0.1477703102
618	0.1476270862
619	0.1474658527
620	0.1473077274
621	0.1472386419
622	0.1469827127
623	0.1467739249
624	0.146641196
625	0.1464282924
626	0.1461307171
627	0.1459182202
628	0.1457204099
629	0.145415661
630	0.1451349351
631	0.1448124988
632	0.1446363694
633	0.1442562644
634	0.1440059495
635	0.143936686
636	0.1437476001
637	0.1434938766
638	0.143278744
639	0.1430049698
640	0.1428087703
641	0.1426194309
642	0.1423926033
643	0.1422111748
644	0.1420395135
645	0.1418589644
646	0.1415273109
647	0.1414387896
648	0.141213629
649	0.1410161728
650	0.1407924679
651	0.1406611001
652	0.1404875399
653	0.1402695307
654	0.1401118181
655	0.1399026078
656	0.1395656594
657	0.1394071449
658	0.1392809443
659	0.1391060939
660	0.1388792342
661	0.1387856134
662	0.1384898815
663	0.1383725718
664	0.1381075077
665	0.1379587032
666	0.1378940847
667	0.1376849326
668	0.1376282758
669	0.1374757565
670	0.1373324365
671	0.1371840892
672	0.1370472257
673	0.1368641087
674	0.1366747409
675	0.1365010655
676	0.1363447153
677	0.136163059
678	0.135933419
679	0.1355607548
680	0.1354101194
681	0.1351840994
682	0.1350602612
683	0.1348074939
684	0.1345178732
685	0.1344434131
686	0.1342683132
687	0.1341493204
688	0.1340160896
689	0.1338720363
690	0.1337037401
691	0.1335887121
692	0.1334236483
693	0.1332181896
694	0.1330584033
695	0.1328500038
696	0.1326929803
697	0.1324470322
698	0.1322221495
699	0.1320038577
700	0.1319067242
701	0.131694674
702	0.1314623951
703	0.1312824644
704	0.1310701292
705	0.1308620746
706	0.1306034102
707	0.1304426173
708	0.1303018982
709	0.1299851591
710	0.1297370989
711	0.1296092115
712	0.1294164002
713	0.1292478303
714	0.12914172
715	0.1290255367
716	0.1288912611
717	0.1286974862
718	0.128549681
719	0.1284062655
720	0.1283332872
721	0.1281977791
722	0.1280486663
723	0.1279359704
724	0.1277633787
725	0.1276771844
726	0.1274759892
727	0.1272548016
728	0.127127179
729	0.1268814101
730	0.1267348199
731	0.1264724992
732	0.1262450884
733	0.1261490086
734	0.1260435036
735	0.1259130431
736	0.1257668876
737	0.1255881836
738	0.1254064293
739	0.125307006
740	0.1251424525
741	0.125019652
742	0.1247804672
743	0.1246484134
744	0.1245331953
745	0.1244531101
746	0.1243358988
747	0.1241614396
748	0.124033435
749	0.1238290024
750	0.1237115812
751	0.1235578997
752	0.1233869424
753	0.1232594413
754	0.123124211
755	0.1230526771
756	0.122834593
757	0.1226841734
758	0.1225217685
759	0.122340952
760	0.1222935538
761	0.1221619324
762	0.1220112553
763	0.1218928686
764	0.1217188533
765	0.1216331956
766	0.1215207738
767	0.1213846494
768	0.1211876253
769	0.1210478041
770	0.1207772403
771	0.1206453898
772	0.1206364722
773	0.1205005202
774	0.1203939558
775	0.120377329
776	0.1202419355
777	0.1200685266
778	0.1199364378
779	0.1198148029
780	0.1196578826
781	0.1194160215
782	0.1193533422
783	0.1192068874
784	0.119075599
785	0.118950884
786	0.118764373
787	0.1186274703
788	0.1184782181
789	0.118260436
790	0.1181039568
791	0.1180167956
792	0.117880669
793	0.1177446271
794	0.1175974807
795	0.1173743969
796	0.1172533426
797	0.1170326291
798	0.1169546631
799	0.116751889
800	0.1166904963
801	0.1164040049
802	0.1162875838
803	0.1162126069
804	0.1161184522
805	0.1159659141
806	0.1157631845
807	0.1156126664
808	0.1153509217
809	0.1151730519
810	0.1150314575
811	0.1148931984
812	0.1147478087
813	0.1145796905
814	0.1143729947
815	0.1142583882
816	0.1141930972
817	0.1139943965
818	0.1138618754
819	0.1137215437
820	0.1135748308
821	0.1134864678
822	0.1133639888
823	0.1132342088
824	0.11311749
825	0.1130403456
826	0.1128810613
827	0.1127010873
828	0.1125581816
829	0.1123958591
830	0.1123262258
831	0.1121607313
832	0.1120642969
833	0.1119685542
834	0.1118335027
835	0.1116969056
836	0.1115227386
837	0.1113670448
838	0.1111828409
839	0.1110800632
840	0.1110141317
841	0.1109256112
842	0.1107975726
843	0.1106681492
844	0.1105153485
845	0.1103665692
846	0.1102018559
847	0.1100447278
848	0.1099067845
849	0.1097134906
850	0.1096144565
851	0.1095223367
852	0.1094339208
853	0.1092506226
854	0.1090939652
855	0.1089511186
856	0.1088238934
857	0.1087203628
858	0.1085540832
859	0.108366598
860	0.1081643874
861	0.1080366269
862	0.1079427254
863	0.1078717179
864	0.1077406723
865	0.1076184111
866	0.1075616461
867	0.1075087693
868	0.1074259186
869	0.1072461685
870	0.1070740073
871	0.1069711222
872	0.1068332976
873	0.1067365064
874	0.1065669572
875	0.1064662732
876	0.1063322856
877	0.106108198
878	0.1059450411
879	0.1057126233
880	0.1056034664
881	0.1053858622
882	0.1052733116
883	0.1051401931
884	0.1049986144
885	0.104878956
886	0.1047718999
887	0.1046016944
888	0.1045270246
889	0.1044030776
890	0.1043441015
891	0.1042827681
892	0.104175408
893	0.1041191644
894	0.1040408871
895	0.10389388
896	0.1038003516
897	0.1036825669
898	0.1036199696
899	0.1034208654
900	0.1033257588
901	0.1031742623
902	0.1030401229
903	0.1028496661
904	0.102725483
905	0.1026035532
906	0.1024650543
907	0.1023654408
908	0.1023011628
909	0.1022253092
910	0.1021087099
911	0.101974853
912	0.1018635003
913	0.1017281425
914	0.1016624942
915	0.1015570171
916	0.1013576447
917	0.1012208039
918	0.1011129105
919	0.1009262978
920	0.1008258123
921	0.1007250239
922	0.1005382376
923	0.1004646613
924	0.1003066542
925	0.100231617
926	0.1001623683
927	0.1000314727
928	0.09995081521
929	0.0998685892
930	0.09971056559
931	0.09955746251
932	0.09943797491
933	0.09932306432
934	0.09925816774
935	0.09904753966
936	0.09890632219
937	0.09875995866
938	0.09868135229
939	0.09862478765
940	0.09845685383
941	0.09833557439
942	0.09819321167
943	0.09812603338
944	0.09797755079
945	0.09780948048
946	0.09766928917
947	0.09756955697
948	0.09744783946
949	0.09737592474
950	0.0971998399
951	0.09703074552
952	0.09690054265
953	0.09678935541
954	0.0966451988
955	0.09646896394
956	0.09630833385
957	0.09622148071
958	0.09617532921
959	0.09607671423
960	0.09602750289
961	0.09595298199
962	0.09587351837
963	0.09576694474
964	0.0957235552
965	0.09559931147
966	0.09544246459
967	0.09533475725
968	0.0952422042
969	0.09513616652
970	0.09498681342
971	0.09489729017
972	0.09475059778
973	0.0946791559
974	0.09457392992
975	0.09451892119
976	0.09439847227
977	0.09429505691
978	0.09421954353
979	0.09407957905
980	0.0939852867
981	0.0938329883
982	0.09374438667
983	0.09361192857
984	0.09350730361
985	0.09335116654
986	0.0932583736
987	0.09318999915
988	0.09308192222
989	0.09299032039
990	0.09289665439
991	0.09282398948
992	0.09274274467
993	0.09264014626
994	0.09252596432
995	0.09243173605
996	0.09229387115
997	0.09224364423
998	0.09217662708
999	0.09205199247
